Jesucristo aillu quillca, Davidmanda mirai, David Abrahanmanda mirai.	Libro de la genealogía de Jesucristo, hijo de David, hijo de Abraham	b.MAT.1.1
Aser aillumanda chunga ishqui huaranga sellora churashca anauca; Neftalí aillumanda chunga ishqui huaranga sellora churashca anauca; Manases aillumanda chunga ishqui huaranga sellora churashca anauca;	de la tribu de Aser, 12.000 de la tribu de Neftalí, 12.000 de la tribu de Manasés, 12.00	b.REV.7.6
Simeón aillumanda chunga ishqui huaranga sellora churashca anauca; Levi aillumanda chunga ishqui huranga sellora churashca anauca; Isacar aillumanda chunga ishqui huaranga sellora churashca anauca;	de la tribu de Simeón, 12.000 de la tribu de Leví, 12.000 de la tribu de Isacar, 12.00	b.REV.7.7
Zabulón aillumanda chunga ishqui huaranga sellora churashca anauca; José aillumanda chunga ishqui huaranga sellora churashca anauca; Benjamín aillumanda chunga ishqui huaranga sellora churashca anauca.	de la tribu de Zabulón, 12.000 de la tribu de José, 12.000 de la tribu de Benjamín, 12.000	b.REV.7.8
Shinzhi shimihua caparisha ninauca: Quishpichina ñucanchi tiarinai tiaj Diospajmi Borregojmi.	Aclaman a gran voz diciendo: "¡La salvación pertenece a nuestro Dios que está sentado sobre el trono, y al Cordero!	b.REV.7.10
Ninauca: Amen, bendiciana, ali sumaj, yachana, agrasina, ali rimashca shuti, ushana, ali shinzhiyanas ñucanchi Diospa achu, huiñai huiñaigama	"¡Amén! La bendición y la gloria y la sabiduría y la acción de gracias y la honra y el poder y la fortaleza sean a nuestro Dios por los siglos de los siglos	b.REV.7.12
Amen.	¡Amén!	b.REV.7.12
Shinajpi rucuunamanda shuj ñucahua rimasha nica: Caigunaga, yuraj churanahua churarishcauna, ¿pitai caiguna? ¿maimandara shamunaushcai?	Uno de los ancianos me preguntó diciendo:  Estos que están vestidos con vestiduras blancas, ¿quiénes son y de dónde han venido	b.REV.7.13
Paita cutipasha: Señor can yachanguimi, nicani	Y yo le dije:  Señor mío, tú lo sabes	b.REV.7.14
Paiga ñucara nica: Caiguna ashca tormendosmanda llucshinaushcami, paiguna churanara tacsanaushcami, yurajyachinaushcami Borrego yahuarbi.	Y él me dijo:  Éstos son los que vienen de la gran tribulación; han lavado sus vestidos y los han emblanquecido en la sangre del Cordero	b.REV.7.14
Ña mana mas yarcachinaungachu, upinaichinaungachu, indis mana cuti paiguna ahuai aitangachu, mana ima rupajhuallas aitangachu.	No tendrán más hambre, ni tendrán más sed, ni caerá sobre ellos el sol ni ningún otro calor	b.REV.7.16
Canzhis sello nishca pascarishcai, chunlla tucuca ahua pachai shu chaupi hora tupura.	Cuando él abrió el séptimo sello, se hizo silencio en el cielo como por media hora	b.REV.8.1
Shinajpi shu ángel shamuca, altar ñaupajpi shayarica, shu curi incienso purura charica	Y otro ángel vino y se puso de pie delante del altar	b.REV.8.3
Ashca inciensora paita cushca aca, tucui quirijguna mañashcaunara y apangaj, apu tiarina ñaupajpi tiaj curi altarbi.	Tenía un incensario de oro, y le fue dado mucho incienso para que lo añadiese a las oraciones de todos los santos sobre el altar de oro, que estaba delante del trono	b.REV.8.3
Angelba maquimanda incienso cushni Diospa tiashcama sicaca quirijguna mañashcaunahua.	Y el humo del incienso con las oraciones de los santos subió de la mano del ángel en presencia de Dios	b.REV.8.4
Angelga incienso purura apisha, altarmanda ninahua undachisha, cai pachama shitaca	Y el ángel tomó el incensario, lo llenó con fuego del altar y lo arrojó sobre la tierra	b.REV.8.5
Rayuuna shimiunandi uyarinauca rayu limpiashcauna ricurinauca, allpas cuyuca.	Y se produjeron truenos y estruendos y relámpagos y un terremoto	b.REV.8.5
Chi canzhis cormetayuj angelguna puruntunauca tucangaj.	Los siete ángeles que tenían las siete trompetas se dispusieron a tocarlas	b.REV.8.6
Ñaupa punda ángel paihua cormetara tucaca	El primero tocó la trompeta	b.REV.8.7
Rasu rumiunas ninas yahuarhua masarishca cai pachama shitashca anauca	Y se produjo granizo y fuego mezclados con sangre, y fueron arrojados sobre la tierra	b.REV.8.7
Shu quinsa parti yuraunara rupachishca aca, tucui verde quihuaunandi.	Y la tercera parte de la tierra fue quemada, y la tercera parte de los árboles fue quemada, y toda la hierba verde fue quemada	b.REV.8.7
Ishqui ángel paihua cormetara tucaca	El segundo ángel tocó la trompeta	b.REV.8.8
Shu atun ninahua sindij urcu cuenta lamarbi shitashca aca	Y algo como un gran monte ardiendo con fuego fue lanzado al mar	b.REV.8.8
Shu quinsa parti lamar yacu yahuar tucuca.	Y la tercera parte del mar se convirtió en sangre	b.REV.8.8
Shu quinsa parti lamarbi causajguna huañunauca, shu quinsa parti barcouna chingarinauca.	y murió la tercera parte de las criaturas vivientes que estaban en el mar, y la tercera parte de los barcos fue destruida	b.REV.8.9
Quinsa ángel paihua cormetara tucaca	El tercer ángel tocó la trompeta	b.REV.8.10
Ahua pachamanda shu atun sindij estrellas urmaca, shu atun copal vela cuenta; shu quinsa parti yacuuna ahuai, yacuuna llucshiushca ahuais urmaca.	Y cayó del cielo una gran estrella, ardiendo como una antorcha; y cayó sobre la tercera parte de los ríos y sobre las fuentes de agua	b.REV.8.10
Chuscu ángel paihua cormetara tucaca	El cuarto ángel tocó la trompeta	b.REV.8.12
Shu quinsa parti indira huajlichishca aca, quillaras shu quinsa partiras, estrellasgunamandas shu quinsa partiras huajlichishca aca, paiguna	Y fue herida la tercera parte del sol, la tercera parte de la luna y la tercera parte de las estrellas, de manera que se oscureció la tercera parte de ellos, y no alumbraba el día durante una tercera parte, y también la noche de la misma manera	b.REV.8.12
Paigunara mandashca aca cai pacha quihuara, ima verde pangaras, ima yuraras ama huajlichingaj, astaun runaunallara, paiguna urintii Diospa sellora nishcara mana charijgunara huajlichingaj.	Y se les dijo que no hiciesen daño a la hierba de la tierra ni a ninguna cosa verde, ni a ningún árbol, sino solamente a los hombres que no tienen el sello de Dios en sus frentes	b.REV.9.4
Paigunama cushca aca mana huañuchingaj astaun tormendachingaj pichca quilla tupura	Se les mandó que no los matasen, sino que fuesen atormentados por cinco meses	b.REV.9.5
Paiguna tormendachina uputindi runara tucsishca cuenta aca.	Su tormento era como el tormento del escorpión cuando pica al hombre	b.REV.9.5
Chi punzhaunaiga runauna huañunara mascanaunga, astaun mana tupanaungachu	En aquellos días los hombres buscarán la muerte, pero de ninguna manera la hallarán	b.REV.9.6
Huañungaj munanaunga, astaun huañuiga paigunamanda miticungami.	Anhelarán morir, y la muerte huirá de ellos	b.REV.9.6
Ijiunaga caballouna cuenta ricurinauca, macanaungaj puruntushcauna	El aspecto de las langostas era semejante a caballos equipados para la guerra	b.REV.9.7
Paiguna umai curi llaitura cuenta charinauca, paiguna ñahui runa ñahui cuenta aca.	Sobre sus cabezas tenían como coronas, semejantes al oro, y sus caras eran como caras de hombres	b.REV.9.7
Paiguna aecha huarmi aecha cuenta aca, paiguna quiruuna león puma cormillos cuenta aca.	Tenían cabello como cabello de mujeres, y sus dientes eran como dientes de leones	b.REV.9.8
Pichu quillpanara charinauca, iruhua rashca cuenta	Tenían corazas como corazas de hierro	b.REV.9.9
Paiguna rigra pangauna uyarishca ashca caballo aisashca carretauna uyarishca cuentami aca, guerrama callpaushcai uyarishcasna.	El estruendo de sus alas era como el ruido de carros que con muchos caballos corren a la batalla	b.REV.9.9
Paiguna chupa uputindi chupa cuenta aca, tucsinayuj	Tienen colas semejantes a las de los escorpiones, y aguijones	b.REV.9.10
Paiguna chupahua runaunara chugrichinara ushanauca, pichca quilla tupura.	Y en sus colas está su poder para hacer daño a los hombres durante cinco meses	b.REV.9.10
Ñaupa punda Ayailla rimashca ña pasashcami	El primer ay ha pasado	b.REV.9.12
Chara ishqui cuti Ayailla rimashcauna caimanda huasha shamunaunga.	He aquí vienen aún dos ayes después de esto	b.REV.9.12
Socta ángel paihua cormetara tucaca	El sexto ángel tocó la trompeta	b.REV.9.13
Shu shimira uyacani, Diospa ñaupajpi tiaj curi altar chuscu cornos chaupi shungumanda llucshijta.	Y oí una voz que salía de los cuatro cuernos del altar de oro que estaba delante de Dios	b.REV.9.13
Socta cormetayuj angeldaga chi shimi rimasha nica: Pascairi chi chuscu huatashca angelgunara, Eufrates nishca atun yacu rayai huatashcaunara.	diciendo al sexto ángel que tenía la trompeta: "Desata a los cuatro ángeles que han estado atados junto al gran río Éufrates.	b.REV.9.14
Ñuca nuspaushcai cuenta caballounara ricucani, paiguna ahuai montashcaunaras; pichu quillpana palaunara charinauca, ninahua verde rumihuas azufrehuas rashca aca	Y de esta manera, vi en la visión los caballos y a los que cabalgaban en ellos, que tenían corazas color de fuego, de jacinto y de azufre	b.REV.9.17
Caballouna umaga león puma uma cuenta aca, paiguna shimimanda ninas cushnis azufres llucshinauca.	Las cabezas de los caballos eran como cabezas de leones; y de sus bocas salía fuego, humo y azufre	b.REV.9.17
Cai quinsa tormendachinahua shu quinsa parti runauna huañunauca: ninahua cushnihua azufrehuas, caballo shimimanda llucshijguna.	La tercera parte de los hombres fueron muertos por estas tres plagas: por el fuego, el humo y el azufre que salían de la boca de ellos	b.REV.9.18
Caballouna chugrichingaj ushaira charinauca paiguna shimii paiguna chupais	Pues el poder de los caballos está en sus bocas y en sus colas	b.REV.9.19
Paiguna chupa machacui cuenta umayuj aca, umaunahua chugrichinauca.	Porque sus colas son semejantes a serpientes, y tienen cabezas con las cuales hieren	b.REV.9.19
Chishu runaunaga, cai tormendachishcaunamanda mana huañushcauna mana arrepentirinaucachu paiguna maquihua rashcaunara; supaigunara adorangaj mana saquinaucachu; shinallara curi, cullqui, rumi, caspira rashca yanga diosgunaras adorangaj mana saquinaucachu; cai yanga diosguna mana ricujguna mana uyajguna mana purijguna ajpi.	Los demás hombres que no fueron muertos con estas plagas ni aun así se arrepintieron de las obras de sus manos, para dejar de adorar a los demonios y a las imágenes de oro, y de plata, y de bronce, y de piedra, y de madera, las cuales no pueden ver, ni oír, ni caminar	b.REV.9.20
Mana arrepentirinaucachu paiguna runaunara huañuchinaunaras, sagranaunaras, tacarinaunaras, shuhuanaunaras.	Tampoco se arrepintieron de sus homicidios, ni de sus hechicerías, ni de su inmoralidad sexual, ni de sus robos	b.REV.9.21
Paihua maquii shu ichilla quillca pascashcara charica	y tenía en su mano un librito abierto	b.REV.10.2
Paihua ali chaqui lamarbi churaca, lluqui chaquiga allpai churaca.	Puso su pie derecho sobre el mar y su pie izquierdo sobre la tierra	b.REV.10.2
Shinzhi shimihua caparica, shu león puma rungashca cuenta	y gritó a gran voz, como cuando ruge el león	b.REV.10.3
Pai caparishca huasha, canzhis rayouna uyarinauca.	Cuando gritó, los siete truenos emitieron sus voces	b.REV.10.3
Ñuca ricushca ángel, lamarbi allpais shayaj, paihua maquira ahuama ricuchica,	Y el ángel que vi de pie sobre el mar y sobre la tierra levantó su mano derecha al ciel	b.REV.10.5
Diospa shutii shimira cuca, huiñai huiñaigama Causajpa shutii rimasha, pai ahua pachara paihuajpi tiajgunaras, cai pachara paihuajpi tiajgunaras, lamarda paihuajpi tiajgunaras raj ajpi: Dios mana mas chapangachu, nica,	y juró por el que vive para siempre jamás, quien creó el cielo y las cosas que están en él, y la tierra y las cosas que están en ella, y el mar y las cosas que están en él: "Ya no hay más tiempo	b.REV.10.6
astaun ahua pachamanda canzhis ángel cormetaushca punzhaunai, pai cormetangaj callarijpi, Dios pacashca shimi pactaringami, imasna pai rimaca paita sirvij rimajgunama.	sino que en los días de la voz del séptimo ángel, cuando él esté por tocar la trompeta, también será consumado el misterio de Dios, como él lo anunció a sus siervos los profetas.	b.REV.10.7
Ahua pachamanda uyashca shimiga cutillara ñucahua rimasha nica: Ri, quillcara api, pascashcami tian lamarbi allpais shayaj angelba maquii.	Y la voz que oí del cielo habló otra vez conmigo, diciendo: "Ve, toma el librito abierto de la mano del ángel que está de pie sobre el mar y sobre la tierra.	b.REV.10.8
Shinajpi angelba maquimanda ichilla quillcara apicani, apisha micucani	Y tomé el librito de la mano del ángel y lo tragué	b.REV.10.10
Ñuca shimii mishqui aca, sacha mishqui cuenta, astaumbas micushca huasha ayac tucuca icsai.	Y era dulce en mi boca como la miel, pero cuando lo comí, mi estómago se hizo amargo	b.REV.10.10
Angel ñucara nica, ministirinmi can Diosmanda cuti rimangaj ashca runaunama, llactaunamas, shimiunamas, rey apuunamas.	Y me dijeron: "Te es necesario profetizar otra vez a muchos pueblos y naciones y lenguas y reyes.	b.REV.10.11
Ñuca ishqui ricuj runaunama cushami ñucamanda rimangaj shu huaranga ishqui patsac socta chunga punzhagama, yana costal llachapahua churarishca.	Yo mandaré a mis dos testigos, y ellos profetizarán por 1.260 días, vestidos de cilicio	b.REV.11.3
Cai rímajgunaga chi ishqui olivo yura, chi ishqui vela shayachinami, cai pacha Diospa ñaupajpi shayajguna.	Ellos son los dos olivos y los dos candeleros que están delante del Dios de la tierra	b.REV.11.4
Paiguna rimashcauna tucurishca huasha, atun ucu uctumanda llucshimuj milli Animal nishca paigunahua macananaunga, paigunara vencinga, paigunara huañuchinga.	Cuando hayan concluido su testimonio, la bestia que sube del abismo hará guerra contra ellos, los vencerá y los matará	b.REV.11.7
Ña pasarishcami ishqui Ayailla nishca shimi	Ha pasado el segundo ay	b.REV.11.14
Quinsa Ayailla nishca shimi ñalla shamungami.	He aquí el tercer ay viene pronto	b.REV.11.14
Canzhis ángel paihua cormetara tucaca	El séptimo ángel tocó la trompeta	b.REV.11.15
Shinzhi shimiuna ahua pachai uyarinauca, rimasha ninauca: Cai pacha gobiernouna ña ñucanchi Señorbaj tucunaun, paihua Cristojpas	Y en el cielo se oyeron grandes voces que decían: "El reino del mundo ha venido a ser de nuestro Señor y de su Cristo	b.REV.11.15
Pai huiñai huiñaigama rey apu cuenta mandangami.	Él reinará por los siglos de los siglos.	b.REV.11.15
Ishqui chunga chuscu anciano nishca rucuuna paiguna apu tiarinaunai tiajguna Diospa ñaupajpi tuama urmanauca, Diosta adoranauca.	Y los veinticuatro ancianos, que estaban sentados en sus tronos delante de Dios, se postraron sobre sus rostros y adoraron a Dio	b.REV.11.16
casna nisha: Canda agrasinchi Tucuira Ushaj Señor Dios, tiajpas, tiashca ajpas, shamuna ajpas, camba atun ushaira apishcangui, rey apu tucusha mandashcangui.	diciendo: "Te damos gracias, Señor Dios Todopoderoso, que eres y que eras, porque has asumido tu gran poder, y reinas	b.REV.11.17
Shu atun ricurina ricurimuca ahua pachai: shu huarmi ricurimuca, indihua churarishca aca, quillas chaqui ucui tiauca, paihua umai shu chunga ishqui estrellasyuj llaitu tiauca.	Apareció en el cielo una gran señal: una mujer vestida del sol y con la luna debajo de sus pies, y sobre su cabeza una corona de doce estrellas	b.REV.12.1
Huarmiga huahuayuj aca icsai, huacacami huahua nanachishcamanda, pagarina horas pactamujpi.	Y estando encinta, gritaba con dolores de parto y sufría angustia por dar a luz	b.REV.12.2
Paihua chupahua shu quinsa parti ahua pacha estrellasgunara aisasha cai pachama urmachica	Su cola arrastraba la tercera parte de las estrellas del cielo y las arrojó sobre la tierra	b.REV.12.4
Dragón nishcaga huarmi ñaupajpi shayarica, huarmi ña pagarichingaraupi, huahuara micungaj pai pagarishca ratollaira.	El dragón se puso de pie delante de la mujer que estaba por dar a luz, a fin de devorar a su hijo en cuanto le hubiera dado a luz	b.REV.12.4
Huarmiga runa illashca partima miticuca, Dios alichishca partima, chihui cuirai tucungaj shu huaranga ishqui patsac socta chunga punzhagama.	Y la mujer huyó al desierto, donde tenía un lugar que Dios había preparado, para ser alimentada allí durante 1.260 días	b.REV.12.6
Chihuasha, atun macanauna tiauca ahua pachai, Miguel paihua angelgunandi macananauca dragón nishcahua	Estalló entonces una guerra en el cielo: Miguel y sus ángeles pelearon contra el dragón	b.REV.12.7
Dragónbas paihua angelgunandi macananauca.	Y el dragón y sus ángeles pelearon	b.REV.12.7
